state,district,mukim,gaznum,reserve,add,remove,gaz_year,gaz_month,gaz_day,gazeff_year,gazeff_month,gazeff_day,gaz_notes
Pahang,Cameron Highlands,Ulu Telom,1099,Sungai Lemoi,0.233,,2022,5,26,2022,5,26,Gazette Plan: PW 5588. Cancelled by Gazette #1475 (2022)
Pahang,Cameron Highlands,Tanah Rata,1100,Sungai Bertam,127.55,,2022,5,26,2022,5,26,Gazette Plan: PW 5589-5594. 
Perak,Kuala Kangsar,Pulau Kamiri,1755,Korbu,,397.07,2022,5,26,2022,5,26,Gazette Plan: PW 5363. 
Pahang,Lipis,Ulu Jelai,2,Ulu Jelai,,512.06,2022,5,26,2022,5,26,Gazette Plan: PW 5579. 
Pahang,Lipis,Ulu Jelai,1179,Ulu Jelai Tambahan,8.305,,2022,6,2,2022,6,2,Gazette Plan: PW 5435. 
Pahang,Lipis,Ulu Jelai,1180,Ulu Jelai Tambahan,,9.018,2022,6,2,2022,6,2,"Gazette Plan: PW 5523, 5524. "
Pahang,Raub,Gali,1181,Bukit Kajang,,404.7,2022,6,2,2022,6,2,Gazette Plan: PW 5565. 
Perlis,Titi Tinggi,Titi Tinggi,69,Rimba Mas-Mas,268.16,,2022,6,16,1987,11,1,Gazette Plan: PW 1520. 
Pahang,Rompin,Keratong,1383,Ibam Tambahan,25,,2022,6,23,2022,6,23,Gazette Plan: PW 5584. 
Pahang,Lipis,Tanjung Besar,1384,Benchah Tambahan,80.95,,2022,6,23,2022,6,23,Gazette Plan: PW 5596. 
Pahang,Lipis,Telang,1385,Tersang,,80.95,2022,6,23,2022,6,23,Gazette Plan: PA 294394. 
Pahang,Cameron Highlands,Ulu Telom,1472,Sungai Terla,11.098,,2022,6,30,2022,6,30,Gazette Plan: PW 5597-5600. 
Pahang,Bera,Triang,1470,X - NOT STATED,78.68,,2022,6,30,2022,6,30,Gazette Plan: PW 5611. Forest reserve NOT STATED
Pahang,Cameron Highlands,Ulu Tenom,1473,X - NOT STATED,558.231,,2022,6,30,2022,6,30,"Gazette Plan: PW 5612,5613,5615,5624. Forest reserve NOT STATED"
Pahang,Raub,Bukit Fraser,1471,X - NOT STATED,105.43,,2022,6,30,2022,6,30,Gazette Plan: PW 5623. Forest reserve NOT STATED
Pahang,Rompin,Endau,1474,X - NOT STATED,907.443,,2022,6,30,2022,6,30,"Gazette Plan: PW5603,5605,5610,5614,5616-5622. Forest reserve NOT STATED"
Pahang,Cameron Highlands,Ulu Telom,1475,Sungai Lemoi,,0.233,2022,6,30,2022,6,30,
Pahang,Rompin,Keratong,1534,Bukit Ibam,,25,2022,7,7,2022,7,7,Gazette Plan: PA 294760. 
Perlis,Titi Tinggi,Titi Tinggi,84,Rimba Mas-Mas,,268.16,2022,7,7,2022,7,7,Gazette Plan: PW 1520. 
Perlis,Kuala Perlis,Kuala Perlis,88,Bukit Papan,176.7,,2022,7,14,2022,7,14,Gazette Plan: PW 1511. 
Johor,Segamat,Pogoh,2364,Pogoh Tambahan,367.65,,2022,7,21,2022,7,21,Gazette Plan: PW 50177. 
Johor,Segamat,Chaah,2363,Maokil,,115.1,2022,7,21,2022,7,21,Gazette Plan: PW 50167. 
Johor,Segamat,Chaah,2362,Maokil,,131.7,2022,7,21,2022,7,21,Gazette Plan: PW 50167. 
Perak,Kuala Kangsar,Pulau Kamiri,2799,Korbu,,352.43,2022,7,21,2022,5,26,Gazette Plan: PW 5362. 
Pahang,Cameron Highlands,Ulu Tenom,1775,Sungai Terla,2.939,,2022,7,28,2022,7,28,Gazette Plan: PW5601-5602. 
Kelantan,Kuala Krai,Kuala Nal,1251,Sokor Taku,,189.9,2022,7,28,2020,2,19,Gazette Plan: PW 1775. 
Perak,"Larut, Matang dan Selama",Hulu Ijok,3238,Hulu Ijok,364.3,,2022,8,18,2022,8,18,"Gazette Plan: PW 5374. Daerah changed to Larut, Matang dan Selama (more recent designation)"
Kelantan,Gua Musang,Ulu Nenggiri,1471,Perias,2745,,2022,8,25,2021,2,24,"Gazette Plan: PW 1762, 1764, 1767, 1768. "
Pahang,Rompin,Keratong,2272,Sungai Marong Tambahan,35.87,,2022,9,15,2022,9,15,Gazette Plan: PW 5562. 
Pahang,Kuantan,Ulu Kuantan,2271,Sungai Lembing,38.68,,2022,9,15,2022,9,15,Gazette Plan: PW 5604. 
Negeri Sembilan,Jelebu,Kenaboi,616,Kenaboi,,1,2022,9,15,2022,9,15,Gazette Plan: GP 5835. 
Pahang,Rompin,Keratong,2273,Bukit Ibam,,27.09,2022,9,15,2022,9,15,Gazette Plan: PW 5560. 
Perak,Muallim,Slim,3659,Bukit Slim Tambahan,27.92,,2022,9,22,2022,9,22,Gazette Plan: PW 5364. 
Kelantan,Gua Musang,Relai,1838,Lebir,,253.47,2022,10,6,2022,5,11,Gazette Plan: PW 1782. 
Perak,Hulu Perak,Temengor,3967,Amanjaya,,3.64,2022,10,13,2022,10,13,Gazette Plan: PA 171582. 
Pahang,Lipis,Batu Yon,2681,X - NOT STATED,756.25,,2022,10,20,2022,10,20,Gazette Plan: PW 5640. Forest reserve NOT STATED
Pahang,Bentong,Pelangai,2682,X - NOT STATED,52.38,,2022,10,20,2022,10,20,Gazette Plan: PW 5667. Forest reserve NOT STATED
Pahang,Pekan,Temai,2683,Pekan Tambahan,8.091,,2022,10,20,2022,10,20,Gazette Plan: PW 5670. 
Johor,Johor Bahru,Tanjung Kupang,4118,Pendas,,2.62,2022,10,20,2022,10,20,Gazette Plan: PW 3115. 
Pahang,Kuantan,Gebeng,2684,Balok,,8.09,2022,10,20,2022,10,20,Gazette Plan: PW 5669. 
Kelantan,Jeli,Belimbing,1995,Sultan Ismail Petra Ecosystem Protection Park,188.842,,2022,11,10,2022,11,10,"Gazette Plan: PT 6095 (A), 6094 (B), PT 6096 (C), 6092 (D/1), 6093 (D/2) . Stateland (188.842 ha) (along with 2390 ha of Gunung Basor PRF) converted into State Park"
Perak,Kinta,Sungai Raya,4315,Gunung Rapat,28.07,,2022,11,24,2022,11,24,Gazette Plan: PW 5410. 
Perak,Kuala Kangsar,Pulau Kamiri,4457,Korbu,,866.1,2022,12,1,2022,12,1,Gazette Plan: PW 5227. 
Pahang,Kuantan,Penor,3091,Paya Laut Sungai Soi,10.54,,2022,12,8,2022,12,8,Gazette Plan: PW 5608. 
Pulau Pinang,Barat Daya,"1, 7",1291,Pulau Betong,1.2251,,2022,12,15,2022,12,15,
Pulau Pinang,Seberang Perai Utara,11,1291,Air Itam Dalam,22.085,,2022,12,15,2022,12,15,
Pulau Pinang,Seberang Perai Tengah,12,1291,Juru,22.561,,2022,12,15,2022,12,15,
Pulau Pinang,Seberang Perai Selatan,10,1291,Sungai Udang,55.36,,2022,12,15,2022,12,15,
Pulau Pinang,Seberang Perai Utara,4,1291,Kuala Bekah,69.798,,2022,12,15,2022,12,15,
Pulau Pinang,Seberang Perai Utara,1,1291,Pasir Gebu,127.585,,2022,12,15,2022,12,15,
Pulau Pinang,Seberang Perai Utara,4,1291,Lahar Endin,129.107,,2022,12,15,2022,12,15,
Pulau Pinang,Seberang Perai Selatan,10,1291,Sungai Chenaam,248.76,,2022,12,15,2022,12,15,
Terengganu,Setiu,Hulu Nerus,1717,Hulu Nerus,,250,2022,12,15,2022,7,22,Gazette Plan: PA 248237. 
Perlis,Padang Siding,Padang Siding,179,Bukit Tung Tung,48.2,,2022,12,29,1987,11,1,Gazette Plan: PW 1526. 
Perlis,Padang Siding,Padang Siding,178,Bukit Namera,26.81,,2022,12,29,1987,11,1,Gazette Plan: PW 1527. 
Terengganu,Marang,Merchang,18,Paya Gelam,,103.8,2023,1,26,2020,7,22,Gazette Plan: PW 1124. Corrected by Gazette #710 (2023)
Perak,Hulu Perak,Kenering,359,Belukar Semang,,32.51,2023,2,9,2023,2,9,Gazette Plan: PW 5401. 
Perak,Hulu Perak,Kenering,358,Bintang Hijau,,74.36,2023,2,9,2023,2,9,Gazette Plan: PW 5400. 
Perak,Hulu Perak,Kenering,360,Kenderong,,100.5,2023,2,9,2023,2,9,Gazette Plan: PW 5449. 
Pahang,Maran,Luit,359,Papai Tambahan,69,,2023,3,2,2023,3,2,Gazette Plan: PW 5689. 
Pahang,Maran,Luit,360,Ulu Luit,,68.7,2023,3,2,2023,3,2,Gazette Plan: PA 298616. 
Perlis,Titi Tinggi,Titi Tinggi,38,Wang Mu,4.932,,2023,3,9,2023,3,9,Gazette Plan: PW 1518. 
Perlis,Titi Tinggi,Titi Tinggi,39,Mata Ayer,15.53,,2023,3,9,2023,3,9,Gazette Plan: PW 1518. 
Perak,Manjung,Lekir,753,Teluk Tiga,11.4,,2023,3,9,2023,3,9,Gazette Plan: PW 5479. 
Pahang,Kuantan,Kuantan,420,Beserah,,25,2023,3,9,2023,3,9,Gazette Plan: PW 5690. 
Kedah,Pendang,Padang Peliang,309,Bukit Perak,,709.34,2023,3,9,2016,1,6,Gazette Plan: PW 50460. 
Pahang,Kuantan,Kuantan,594,Beserah,38.83,,2023,3,23,2023,3,23,Gazette Plan: PW 5694. 
Perak,Manjung,Lumut,1086,Lumut,,3.238,2023,3,23,2023,3,23,Gazette Plan: PW 5309. 
Perak,Batang Padang,Bidor,1213,Bukit Tapah Tambahan,119.209,,2023,3,30,2023,3,30,Gazette Plan: PW 5480. 
Perak,Kampar,Kampar,1347,Kampar,190.54,,2023,4,6,2023,4,6,Gazette Plan: PW 5404. 
Perak,Hulu Perak,Pengkalan Hulu,1346,Lepang Nenering,188.3,,2023,4,6,2023,4,6,Gazette Plan: PW 5484. 
Pahang,Rompin,Endau,821,Endau Tambahan,40.49,,2023,4,20,2023,4,20,Gazette Plan: PW 5696. 
Pahang,Lipis,Batu Yon,822,Ulu Jelai,,20.245,2023,4,20,2023,4,20,Gazette Plan: PA 298222. Excision of 40.49 across two reserves - Ulu Jelai and Yu. I assign half to each reserve.
Pahang,Lipis,Batu Yon,822,Yu,,20.245,2023,4,20,2023,4,20,Gazette Plan: PA 298222. Excision of 40.49 across two reserves - Ulu Jelai and Yu. I assign half to each reserve.
Kelantan,Tanah Merah,Sokor,624,Sokor Taku,,160,2023,5,4,2021,10,6,Gazette Plan: PW 1780. 
Kelantan,Gua Musang,Relai,623,Relai,,200,2023,5,4,2021,5,19,Gazette Plan: PW 1847. 
Perak,Manjung,Lumut,1680,Teluk Meroh,,114.3,2023,5,11,2023,5,11,Gazette Plan: PW 5491. I renamed from Muroh to Meroh (most recent spelling)
Perak,Manjung,Pengkalan Baharu,1681,Segari Melintang,,548.1,2023,5,11,2023,5,11,Gazette Plan: PW 5504. 
Perak,Hulu Perak,Durian Pipit,1777,Durian Pipit,999.85,,2023,5,18,2023,5,18,Gazette Plan: PW 5485. 
Perak,Kinta,Sungai Raya,1778,Sinju,34.05,,2023,5,18,2023,5,18,Gazette Plan: PW 5510. 
Perak,Hulu Perak,Kerunai,2209,Gerik,216.5,,2023,6,8,2023,6,8,Gazette Plan: PW 5512. 
Perak,Hulu Perak,Temengor,2861,Gerik,794.9,,2023,7,6,2023,7,6,Gazette Plan: PW 5530. 
Johor,Tangkak,Tangkak,4068,Gunung Ledang,,1.5781,2023,7,6,2023,7,6,Gazette Plan: PA 235508. I renamed from Gunong to Gunung (more recent spelling)
Kelantan,Gua Musang,Relai,1146,Relai,,17,2023,7,20,2021,5,5,Gazette Plan: PW 1778. 
Kelantan,Gua Musang,Relai,1145,Relai,,70,2023,7,20,2021,5,5,Gazette Plan: PW 1843. 
Kelantan,Tanah Merah,Sokor,1144,Sokor Taku,,198.2,2023,7,20,2020,2,19,Gazette Plan: PW 1863. 
Kelantan,Gua Musang,Pulai,1147,Ulu Galas,,275.9,2023,7,20,2021,5,10,Gazette Plan: PW 1835. 
Selangor,Kuala Langat,Tanjong Duabelas,2395,Tanjong Duabelas,486.07,,2023,7,27,2023,7,27,Gazette Plan: PW 3046. 
Terengganu,Dungun,Kumpal,1303,Bukit Bauk,,257.888,2023,7,27,2012,9,26,Gazette Plan: PW 1122. Corrected by Gazette #1553 (2024) in daerah name
Perak,Hulu Perak,Temengor,3406,Temengor,1975,,2023,8,10,2023,8,10,Gazette Plan: PW 5492. 
Perak,Bagan Datuk,Bagan Datuk,3405,Paya Bakau Beting Beras Basah Bagan Datuk Tambahan,123.4,,2023,8,10,2023,8,10,Gazette Plan: PW 5513. 
Pahang,Lipis,Kechau,1454,Chuat Tambahan,40.46,,2023,8,10,2023,8,10,"Gazette Plan: PW 5712. Reserve renamed from Kg Chuat Tambahan to Chuat Tambahan; there has never been a mention of ""Kg Chuat Tambahan""."
Pahang,Lipis,Telang,1455,Aur Gading,,40.46,2023,8,10,2023,8,10,Gazette Plan: PW 5710. 
Selangor,Gombak,Rawang,2891,Bukit Lagong,28.3,,2023,8,24,2023,8,24,Gazette Plan: PW 3038. 
Selangor,Ulu Langat,Semenyih,2890,Semenyih,31.23,,2023,8,24,2023,8,24,Gazette Plan: PW 3047. 
Perak,Hulu Perak,Lenggong,4257,Piah,,31.65,2023,9,14,2023,9,14,Gazette Plan: PW 5442-5465. 
Terengganu,Marang,Merchang,1757,Merchang,,256.9,2023,10,19,2023,2,15,Gazette Plan: PW 1139. 
Terengganu,Marang,Merchang,1758,Merchang,,669.9,2023,10,19,2023,2,15,Gazette Plan: PW 1140. 
Selangor,Klang,Klang,3900,Raja Lumu,38.754,,2023,10,26,2023,10,26,Gazette Plan: PW 3053. 
Perak,Kampar,Kampar,5185,Bujang Melaka,2.75,,2023,10,26,2023,10,26,Gazette Plan: PW 5331. 
Pahang,Bentong,Sabai,2076,Lentang Tambahan,0.226,,2023,10,26,2023,10,26,Gazette Plan: PW 5729. 
Kelantan,Gua Musang,Pulai,2030,Ulu Galas,75.56,,2023,11,9,2018,4,25,Gazette Plan: PW 1887. 
Pahang,Maran,Chenor,2161,Bukit Gebok Tambahan,34.3,,2023,11,9,2023,11,9,Gazette Plan: PW 5714. 
Pahang,Bentong,Bentong,2162,Lentang,,0.2619,2023,11,9,2023,11,9,Gazette Plan: PA 264466. 
Pahang,Maran,Chenor,2163,Jengka,,34.38,2023,11,9,2023,11,9,Gazette Plan: PW 5713. 
Kelantan,Jeli,Bunga Tanjung,2031,Sokor Taku,,64,2023,11,9,2020,12,2,Gazette Plan: PW 1826. 
Kelantan,Gua Musang,Relai,2027,Relai,,105,2023,11,9,2021,5,19,Gazette Plan: PW 1833. 
Kelantan,Gua Musang,Relai,2028,Relai,,107.8,2023,11,9,2021,5,5,Gazette Plan: PW 1845. 
Kelantan,Tanah Merah,Sokor,2034,Sokor Taku,,210,2023,11,9,2020,2,19,Gazette Plan: PW 1888. 
Kelantan,Gua Musang,Pulai,2029,Ulu Galas,,238.8,2023,11,9,2018,6,20,Gazette Plan: PW 1845. 
Kelantan,Tanah Merah,Sokor,2033,Sokor Taku,,251.1,2023,11,9,2020,2,19,Gazette Plan: PW 1874. 
Kelantan,Tanah Merah,Sokor,2032,Sokor Taku,,439.413,2023,11,9,2020,2,19,Gazette Plan: PW 1828. 
Kelantan,Tanah Merah,Sokor,2035,Sokor Taku,,956.5,2023,11,9,2020,2,19,Gazette Plan: PW 1870. 
Pahang,Rompin,Keratong,2257,Bukit Ibam,,8.093,2023,11,23,2023,11,23,Gazette Plan: PW 5561. 
Pahang,Rompin,Keratong,2256,Bukit Ibam,,27.09,2023,11,23,2023,11,23,Gazette Plan: PW 5560. 
Selangor,Kuala Selangor,Kuala Selangor,1,Melawati,31.43,,2024,1,4,2024,1,4,Gazette Plan: PW 3055. 
Selangor,Kuala Selangor,Kuala Selangor,1,Melawati,177.61,,2024,1,4,2024,1,4,Gazette Plan: PW 3056. 
Pahang,Raub,Gali,2,Bukit Kajang,,284.83,2024,1,4,2024,1,4,Gazette Plan: PW 5747. 
Johor,Segamat,Chaah,486,Maokil,,131.7,2024,2,1,2024,2,1,Gazette Plan: PW 50241. 
Johor,Johor Bahru,Sungai Tiram,487,Sungei Johor,,205.8,2024,2,1,2024,2,1,Gazette Plan: PW 3339. 
Pahang,Pekan,Lepar,342,Pekan Tambahan,728.43,,2024,2,8,2024,2,8,Gazette Plan: PW 5765. 
Pahang,Pekan,Lepar,343,Lepar Tambahan,,728.43,2024,2,8,2024,2,8,Gazette Plan: PW 5764. 
Terengganu,Kemaman,Kertih,136,Paya Mengkuang,,270.47,2024,2,15,2018,2,28,Gazette Plan: PW 1145. 
Kelantan,Gua Musang,Pulai,120,Ulu Galas,,201,2024,2,22,2015,10,28,Gazette Plan: PW 1635. 
Kelantan,Gua Musang,Ulu Nenggiri,121,Ulu Nenggiri,,554,2024,2,22,2017,3,15,"Gazette Plan: PW 1914, 1912. Converted to Sultanate Land in Gazette #122 (2024)"
Johor,Batu Pahat,Chaah Bahru,1015,Maokil Tambahan,,512.217,2024,2,29,2024,2,29,Gazette Plan: PW 50269. 
Johor,Batu Pahat,Chaah Bahru,1016,Maokil Tambahan,,512.217,2024,2,29,2024,2,29,Gazette Plan: PW 50270. This was Water Catchment Forest Reserve
Perak,Kuala Kangsar,Pulau Kamiri,893,Korbu,,0.948,2024,3,7,2024,3,7,Gazette Plan: PW 5605. 
Kelantan,Gua Musang,"Renok, Ketil, Relai",297,Gunong Basor,,1998.079,2024,3,7,2023,12,27,"Gazette Plan: PW 1925, 1927, 1923. Converted to Sultanate Land in Gazette #298 (2024)"
Kelantan,Jeli,"Bunga Tanjung, Lubok Bongor",296,Gunong Basor,,2977.3,2024,3,7,2023,12,27,"Gazette Plan: PW 1929, 1931. Converted to Sultanate Land in Gazette #299 (2024)"
Perak,Kampar,Kampar,949,Gunung Gajah,119.3,,2024,3,14,2024,3,14,Gazette Plan: PW 5609. 
Pahang,Kuantan,Sungai Karang,768,Balok,,60.7,2024,3,14,2024,3,14,Gazette Plan: PW 5770. 
Pahang,Raub,Tras,825,Batu Talam Tambahan,131.45,,2024,3,28,2024,3,28,Gazette Plan: PW 5703. 
Pahang,Jerantut,Tembeling,824,Gunung Aais Tambahan,809.37,,2024,3,28,2024,3,28,Gazette Plan: PW 5708. 
Pahang,Raub,Gali,828,Kelau,,15.89,2024,3,28,2024,3,28,Gazette Plan: PW 5704. 
Pahang,Raub,Gali,827,Kelau,,115.56,2024,3,28,2024,3,28,Gazette Plan: PW 5705. 
Pahang,Jerantut,Tembeling,826,Tekai,,809.37,2024,3,28,2024,3,28,Gazette Plan: PW 5707. 
Kelantan,Lojing,Hendrop,613,Sungai Berok,NOT STATED,,2024,4,4,2023,5,7,"Gazette Plan: PA 118321, 118322. "
Pahang,Pekan,Bebar,881,Nenasi Tambahan,82.05,,2024,4,4,2024,4,4,Gazette Plan: PW 5762. 
Pahang,Pekan,Bebar,882,Nenasi Tambahan,809.4,,2024,4,4,2024,4,4,"Gazette Plan: PW 5768, 5767. "
Pahang,Pekan,Bebar,884,Nenasi Tambahan,,80.05,2024,4,4,2024,4,4,Gazette Plan: PW 5763. 
Pahang,Pekan,Bebar,883,Lepar Tambahan,,809.4,2024,4,4,2024,4,4,Gazette Plan: PW 5766. 
Pahang,Temerloh,Lebak,1404,Kemasul Tambahan,88,,2024,5,16,2024,5,16,Gazette Plan: PW 5776. 
Pahang,Temerloh,"Perak, Mentakab",1405,Kemasul,,88,2024,5,16,2024,5,16,"Gazette Plan: PW 5777, 5774, 5775. Corrected by Gazette #1565 (2024) in daerah"
Johor,Segamat,Chaah,2167,Maokil,,114.9,2024,5,23,2024,5,23,Gazette Plan: PW 50245. 
Pahang,Pekan,Pulau Manis,1550,Pekan Tambahan,315.36,,2024,6,6,2024,6,6,Gazette Plan: PW 5789. 
Pahang,Pekan,Penyor,1552,Lepar Tambahan,86.91,,2024,6,6,2024,6,6,Gazette Plan: PW 5790. 
Pahang,Pekan,Bebar,1549,Pekan Tambahan,457.55,,2024,6,6,2024,6,6,Gazette Plan: PW 5791. 
Pahang,Pekan,Penyor,1553,Lepar Tambahan,14.47,,2024,6,6,2024,6,6,Gazette Plan: PW 5792. 
Pahang,Pekan,Penyor,1554,Lepar Tambahan,169.76,,2024,6,6,2024,6,6,Gazette Plan: PW 5793. 
Pahang,Pekan,Bebar,1551,Pekan Tambahan,257.4,,2024,6,6,2024,6,6,Gazette Plan: PW 5794. 
Pahang,Pekan,Lepar,1555,Lepar,,1294.99,2024,6,6,2024,6,6,Gazette Plan: PW 5788. 
Kelantan,Gua Musang,Pulai,1081,Batu Papan,,77.8,2024,6,20,2016,4,27,Gazette Plan: PW 1088. 
Perak,Hulu Perak,Temelong,2566,Bintang Hijau,,99.76,2024,6,27,2024,6,27,Gazette Plan: PW 5458. 
Pahang,Rompin,Keratong,1791,Bukit Ibam,,1.21,2024,7,18,2024,7,18,Gazette Plan: PW 5734. 
Pahang,Pekan,"Pulau Manis, Temai",1868,Pekan Tambahan,732.52,,2024,7,25,2024,7,25,Gazette Plan: PW 5800. 
Pahang,Raub,Tras,1869,Batu Talam Tambahan,194.49,,2024,7,25,2024,7,25,Gazette Plan: PW 5803. 
Pahang,Raub,Gali,1875,Klau,,58.6,2024,7,25,2024,7,25,Gazette Plan: PW 5807. 
Pahang,Raub,Gali,1874,Klau,,68.76,2024,7,25,2024,7,25,Gazette Plan: PW 5804. 
Pahang,Raub,Gali,1872,Klau,,81.75,2024,7,25,2024,7,25,Gazette Plan: PW 5802. 
Pahang,Raub,Gali,1877,Klau,,111.86,2024,7,25,2024,7,25,Gazette Plan: PW  5805. 
Pahang,Raub,Gali,1873,Klau,,118.89,2024,7,25,2024,7,25,Gazette Plan: PW 5799. 
Pahang,Raub,Gali,1870,Bukit Kajang,,160.53,2024,7,25,2024,7,25,Gazette Plan: PW 5798. 
Pahang,Raub,Gali,1876,Klau,,161.13,2024,7,25,2024,7,25,Gazette Plan: PW 5801. 
Pahang,Raub,Gali,1871,Bukit Kajang,,161.13,2024,7,25,2024,7,25,Gazette Plan: PW 5806. 
Malacca,Jasin,Merlimau,524,Paya Laut Merlimau Tambahan,,12.51,2024,8,1,2024,8,1,Gazette Plan: PA 28653. 
Pahang,Lipis,Hulu Jelai,1964,Ulu Jelai Tambahan,202.8,,2024,8,8,2024,8,8,Gazette Plan: PA 143744. 
Pahang,Lipis,Hulu Jelai,1963,Ulu Jelai Tambahan,197.5,,2024,8,8,2024,8,8,Gazette Plan: PA 144277. Reserve renamed from Hulu Jelai Tambahan to Ulu Jelai Tambahan (more recent spelling)
Pahang,Kuantan,Ulu Lepar,1966,Berkelah,,188.2,2024,8,8,2024,8,8,Gazette Plan: PA 300950. 
Pahang,Kuantan,Ulu Lepar,1967,Berkelah,,197.5,2024,8,8,2024,8,8,Gazette Plan: PA 301309. 
Pahang,Raub,Semantan Ulu,2337,Batu Talam Tambahan,133.55,,2024,9,5,2024,9,5,Gazette Plan: PW 5787. 
Negeri Sembilan,Jelebu,Ulu Klawang,706,Berembun,,0.0036,2024,9,5,2024,9,5,Gazette Plan: PW 5951. 
Johor,Batu Pahat,Chaah Bahru,4138,Maokil Tambahan,,10.17,2024,9,5,2024,9,5,Gazette Plan: PW 20542. This was Water Catchment Forest Reserve
Johor,Batu Pahat,Chaah Bahru,4138,Maokil,,10.17,2024,9,5,2024,9,5,Gazette Plan: PW 50243. 
Pahang,Raub,Semantan Ulu,2338,Batu Talam,,133.55,2024,9,5,2024,9,5,Gazette Plan: PW 5785. 
Pahang,Rompin,Pontian,2499,Lesong,,3.997,2024,9,26,2024,9,26,Gazette Plan: PW 5518. 
Pahang,NOT STATED,NOT STATED,2555,Ulu Jelai Tambahan,25.56,,2024,10,3,2024,10,3,Gazette Plan: PW 5795. 
Pahang,NOT STATED,NOT STATED,2556,Ulu Jelai Tambahan,76.24,,2024,10,3,2024,10,3,Gazette Plan: PW 5809. 
Pahang,Lipis,Batu Yon,2557,Ulu Jelai,,101.3,2024,10,3,2024,10,3,Gazette Plan: PA 266852. 
Perlis,Titi Tinggi,Titi Tinggi,129,Bukit Tok Seri,11.43,,2024,11,7,2024,11,7,Gazette Plan: PW 1537. Later classified as soil protection and amenity forest in Gazette #133 (2024)
Perlis,Titi Tinggi,Titi Tinggi,130,Bukit Chabang,66.108,,2024,11,7,2024,11,7,Gazette Plan: PW 1538. Later classified as soil protection and amenity forest in Gazette #134 (2024)
Perlis,Titi Tinggi,Titi Tinggi,131,Bukit Manek,118.16,,2024,11,7,2024,11,7,Gazette Plan: PW 1539. Later classified as soil protection and amenity forest in Gazette #135 (2024)
Perlis,Titi Tinggi,Titi Tinggi,132,Bukit Guar Sami,74.41,,2024,11,7,2024,11,7,Gazette Plan: PW 1540. Later classified as soil protection and amenity forest in Gazette #136 (2024)
Kelantan,Lojing,NOT STATED,2519,Lojing,273.692,,2024,11,14,2020,11,18,"Gazette Plan: PW 1737. PT 270, 271"
Pahang,Pekan,Bebar,3004,Resak Tambahan,380.51,,2024,11,14,2024,11,14,Gazette Plan: PW 5811. 
Pahang,Rompin,Rompin,3001,Lesung Tambahan,60.76,,2024,11,14,2024,11,14,Gazette Plan: PW 5812. 
Pahang,Rompin,Rompin,3002,Lesung Tambahan,50.58,,2024,11,14,2024,11,14,Gazette Plan: PW 5813. 
Pahang,Rompin,Rompin,3003,Lesung Tambahan,15.26,,2024,11,14,2024,11,14,Gazette Plan: PW 5814. 
Kelantan,Machang,"Pemanok, Ulu Sat, Tengah, Raja",2522,Ulu Sat,,110.7,2024,11,14,2019,7,31,Gazette Plan: PW 1730. Two daerah mentioned for total excision of 110.7ha 
Pahang,Rompin,Keratong,3005,Bukit Ibam,,126.2,2024,11,14,2024,11,14,Gazette Plan: PA 264479. 
Kelantan,Jeli,Belimbing,2520,Gunong Basor,,248.938,2024,11,14,2024,5,15,Gazette Plan: PW 387. 
Pahang,Kuantan,Ulu Lepar,3006,Berkelah,,380.5,2024,11,14,2024,11,14,Gazette Plan: PA 300946. 
Kelantan,Gua Musang,Ulu Nenggiri,2521,Gunong Stong,,444,2024,11,14,2024,5,15,Gazette Plan: PW 1917. PT 8119
Perak,Manjung,Lekir,5484,Lekir,105.72,,2024,11,21,2024,11,21,"Gazette Plan: PW 5700, 5743, 5744. "
Perak,Batang Padang,Bidor,5485,Bukit Tapah,,18,2024,11,21,2024,11,21,Gazette Plan: PW 5740. 
Pahang,Raub,Dong,3178,Klau Tambahan,94.95,,2024,12,5,2024,12,5,Gazette Plan: PW 5782. 
Pahang,Raub,Gali,3179,Gunung Benum Tambahan,191.28,,2024,12,5,2024,12,5,Gazette Plan: PW 5786. 
Pahang,Raub,Gali,3180,Klau Tambahan,,254.95,2024,12,5,2024,12,5,Gazette Plan: PW 5781. 
Perak,Hulu Perak,Kenering,6089,Papulut,,2.956,2024,12,26,2024,12,26,Gazette Plan: PW 4062. 
Perak,Hulu Perak,Kenering,6088,Papulut,,399,2024,12,26,2024,12,26,Gazette Plan: PW 5365. 
Pulau Pinang,Barat Daya,1,90,Sungai Pinang Plot 1,3.85,,2025,1,16,2025,1,16,
Pulau Pinang,Barat Daya,D,90,Sungai Rusa Plot 2,5.27,,2025,1,16,2025,1,16,
Pulau Pinang,Barat Daya,1,90,Tanjung Gemuruh,44.24,,2025,1,16,2025,1,16,
Pulau Pinang,Barat Daya,1,90,Sungai Pinang Plot 2,195.94,,2025,1,16,2025,1,16,
Pulau Pinang,Barat Daya,"B, C",90,Sungai Rusa Plot 3,196.66,,2025,1,16,2025,1,16,
Perak,Kuala Kangsar,Pulau Kamiri,206,Piah,,60.3,2025,1,16,2025,1,16,Gazette Plan: PW 5827. 
Perak,"Larut, Matang dan Selama",Hulu Ijok,205,Ijok,,364.4,2025,1,16,2025,1,16,"Gazette Plan: PW 5374. Daerah changed to Larut, Matang dan Selama (more recent designation)"
